"Term","WordNet Category","Synset Definition","Frequency","Synset Example"
"look_upon","cognition","look on as or consider","2"," ""she looked on this affair as a joke""; ""He thinks of himself as a brilliant musician""; ""He is reputed to be intelligent"""
"lose_track","cognition","fail to keep informed or aware","1"," ""She has so many books, she just lost track and cannot find this volume"""
"lowball","cognition","make a deliberately low estimate","1"," ""The construction company wanted the contract badly and lowballed"""
"lump","cognition","group or chunk together in a certain order or place side by side","2","group or chunk together in a certain order or place side by side"
"machinate","cognition","engage in plotting or enter into a conspiracy, swear together","1"," ""They conspired to overthrow the government"""
"maintain","cognition","stick to correctly or closely","6"," ""The pianist kept time with the metronome""; ""keep count""; ""I cannot keep track of all my employees"""
"major","cognition","have as one's principal field of study","2"," ""She is majoring in linguistics"""
"make","cognition","make, formulate, or derive in the mind","30"," ""I draw a line here""; ""draw a conclusion""; ""draw parallels""; ""make an estimate""; ""What do you make of his remarks?"""
"make_out","cognition","comprehend","6"," ""I cannot make out what this politician is saying"""
"make_up_one's_mind","cognition","reach, make, or come to a decision about something","2"," ""We finally decided after lengthy deliberations"""
"map","cognition","explore or survey for the purpose of making a map","3"," ""We haven't even begun to map the many galaxies that we know exist"""
"mapquest","cognition","search for a location and directions by means of the MapQuest program","1"," ""you can just mapquest the restaurant"""
"mark","cognition","be a distinctive feature, attribute, or trait","9"," sometimes in a very positive sense; ""His modesty distinguishes him from his peers"""
"mark_off","cognition","put a check mark on or near or next to","2"," ""Please check each name on the list""; ""tick off the items""; ""mark off the units"""
"master","cognition","be or become completely proficient or skilled in","4"," ""She mastered Japanese in less than two years"""
"mastermind","cognition","plan and direct (a complex undertaking)","2"," ""he masterminded the robbery"""
"mean","cognition","have in mind as a purpose","7"," ""I mean no harm""; ""I only meant to help you""; ""She didn't think to harm me""; ""We thought to return early that night"""
"measure","cognition","determine the measurements of something or somebody, take measurements of","5"," ""Measure the length of the wall"""
"measure_out","cognition","determine the measurements of something or somebody, take measurements of","1"," ""Measure the length of the wall"""
"meditate","cognition","reflect deeply on a subject","2"," ""I mulled over the events of the afternoon""; ""philosophers have speculated on the question of God for thousands of years""; ""The scientist must stop to observe and start to excogitate"""
"memorialise","cognition","be or provide a memorial to a person or an event","1"," ""This sculpture commemorates the victims of the concentration camps""; ""We memorialized the Dead"""
"memorialize","cognition","be or provide a memorial to a person or an event","1"," ""This sculpture commemorates the victims of the concentration camps""; ""We memorialized the Dead"""
"memorise","cognition","commit to memory","1"," learn by heart; ""Have you memorized your lines for the play yet?"""
"memorize","cognition","commit to memory","2"," learn by heart; ""Have you memorized your lines for the play yet?"""
"mensurate","cognition","determine the measurements of something or somebody, take measurements of","1"," ""Measure the length of the wall"""
"mind","cognition","be concerned with or about something or somebody","4","be concerned with or about something or somebody"
"misapprehend","cognition","interpret in the wrong way","1"," ""Don't misinterpret my comments as criticism""; ""She misconstrued my remarks"""
"misbelieve","cognition","hold a false or unorthodox belief","1","hold a false or unorthodox belief"
"miscalculate","cognition","judge incorrectly","2"," ""I had misestimated his determination"""
"misconceive","cognition","interpret in the wrong way","1"," ""Don't misinterpret my comments as criticism""; ""She misconstrued my remarks"""
"misconstrue","cognition","interpret in the wrong way","2"," ""Don't misinterpret my comments as criticism""; ""She misconstrued my remarks"""
"miscreate","cognition","shape or form or make badly","1"," ""Our miscreated fantasies"""
"misdate","cognition","assign the wrong date to","1","assign the wrong date to"
"misestimate","cognition","judge incorrectly","1"," ""I had misestimated his determination"""
"misgauge","cognition","gauge something incorrectly or improperly","2","gauge something incorrectly or improperly"
"misgive","cognition","suggest fear or doubt","1"," ""Her heart misgave her that she had acted inexcusably"""
"misidentify","cognition","identify incorrectly","1"," ""Don't mistake her for her twin sister"""
"misinterpret","cognition","interpret wrongly","2"," ""I misread Hamlet all my life!"""
"misjudge","cognition","judge incorrectly","2","judge incorrectly"
"misread","cognition","read or interpret wrongly","2"," ""He misread the data"""
"misremember","cognition","remember incorrectly","1"," ""I misremembered the date"""
"miss","cognition","leave undone or leave out","9"," ""How could I miss that typo?""; ""The workers on the conveyor belt miss one out of ten"""
"mistake","cognition","identify incorrectly","2"," ""Don't mistake her for her twin sister"""
"mistrust","cognition","regard as untrustworthy","2"," regard with suspicion; have no faith or confidence in"
"misunderstand","cognition","interpret in the wrong way","2"," ""Don't misinterpret my comments as criticism""; ""She misconstrued my remarks"""
